video_code,points
C000698,"[799.07976331997, 435.1714384495992, 958.0729429611844, 502.0710617149355, 1111.3406064380335, 456.29763527023164, 1181.8084976917576, 435.1714384495992, 1028.1004098945723, 390.71839930618484, 930.3262107800305, 407.4433051225189]"
C000699,"[805.697318672509, 433.2189365888763, 964.526150583548, 493.28528842344116, 1189.6621647487098, 425.51812225111166, 1032.3753603319528, 387.01405056228805]"
C000700,"[1186.3547607189544, 390.9538388954969, 1328.1713918670737, 455.6528166586842, 1610.2631690421372, 386.3324833409836, 1488.4858444692952, 355.5234463108945, 1180.1888202342536, 390.9538388954969]"
C000701,"[638.0064989087817, 390.0794182828128, 759.0322931569696, 365.81018521834216, 1082.3754164942015, 455.27362457448424, 1387.8763846390996, 549.6237830536356, 1335.0068705494332, 626.0818682642996, 952.2404317526721, 494.1213852625453]"
C000702,"[393.20001254943224, 462.2299479606821, 866.9497731239464, 554.6570590509494, 1281.9268382318173, 648.2092980967411, 1315.839510897672, 554.2417351549693, 844.1450638180581, 472.5977870252331, 514.2672478865632, 423.30332777709054]"
C000703,"[1454.8983367380213, 395.78361648589384, 1577.3607658091628, 463.39233663525613, 1901.0726412559568, 428.30426668432125, 1821.429243328571, 380.3790979708493, 1646.7275962620472, 388.0813572283716]"
C000704,"[1451.705471295654, 390.5275832938655, 1590.9536265746, 470.3655748025705, 1918.463994514266, 437.926101801695, 1807.4328069514715, 379.8629166296039]"
C000705,"[279.9615094679314, 417.1415203710727, 164.3501253797907, 472.5977870252331, 366.28467625374304, 514.1899870158535, 603.6733849147254, 563.4844462639961, 793.276054819276, 588.1316758880674, 967.4638735120747, 615.8598092151476, 1013.708427147331, 500.3259203523134, 631.420117095879, 463.3550759162064]"
C000706,"[163.7984812138259, 473.7147247625052, 265.0123090119, 426.43553058573684, 598.0951588318849, 458.97996792202787, 1006.8599338835222, 504.6984162972948, 959.0339684721336, 617.6584500717433, 468.2546789441314, 537.6428075971965]"
C000707,"[261.4636880138289, 409.43926111355046, 153.5597295315642, 464.8955277677108, 380.15804234431994, 512.649535164349, 796.3590250616264, 586.591224036563, 990.5861503297028, 611.2384536606343, 1027.581793237908, 498.7854685008089, 730.0751648510924, 466.43597961921535]"
C000708,"[829.1084542247822, 449.88878709673793, 1070.6474741474915, 528.2880118143847, 1237.9103083604477, 438.7975337659058, 1031.9678961714399, 388.27071303655964]"
C000709,"[829.1084542247822, 449.88878709673793, 1070.6474741474915, 528.2880118143847, 1237.9103083604477, 438.7975337659058, 1031.9678961714399, 388.27071303655964]"
C000711,"[1150.9006029319246, 577.3485129275363, 1187.8962458401297, 551.1608314519605, 1104.6560492966682, 544.9990240459426, 719.284769002866, 517.2708907188625, 689.996551700537, 532.675409233907]"
C000712,"[682.3218939092096, 540.9660784502962, 747.8455385494667, 515.528437319276, 1040.6424260045208, 534.1714258783653, 1192.3524057415289, 546.9939335214007, 1170.2354453072758, 555.7008352907736, 1151.4695394842734, 569.0960687821167, 1146.1078521062725, 580.4820172497584, 931.6403569862434, 562.3984520364452]"
C000713,"[700.7869475487635, 535.7563129369158, 867.2673406356861, 555.7821870064738, 1149.3591178107492, 575.8080610760317, 1186.3547607189544, 555.7821870064738, 930.4682306038698, 534.2158610854115, 742.4070458204942, 515.7304388673579]"
C000715,"[1178.7905047190266, 510.9236816800001, 1418.8825766080126, 638.5673784855969, 1623.1293551637275, 571.5577229451532, 1398.843270032735, 482.2115155578946]"
C000716,"[1178.7905047190266, 510.9236816800001, 1418.8825766080126, 638.5673784855969, 1623.1293551637275, 571.5577229451532, 1398.843270032735, 482.2115155578946]"
C000722,"[863.3518826633796, 453.82166896716086, 1296.8945729939069, 646.378150405218, 1162.0146248910764, 898.6271410890728, 635.9828272900361, 544.3232152430477]"
C000723,"[1408.5126836047984, 401.74207046206595, 1689.3310600275863, 418.48611232624484, 1814.6605024883536, 488.14132648122904, 1490.9486270415596, 474.0763313153187]"
C000724,"[855.6642114634958, 332.72772222009024, 1341.8249035264464, 414.49016664609604, 1264.7506474676861, 581.5699443861948, 692.0296370618196, 408.56535183261735, 682.5435747776646, 402.64053701913866]"
C000725,"[855.6642114634958, 332.72772222009024, 1341.8249035264464, 414.49016664609604, 1264.7506474676861, 581.5699443861948, 692.0296370618196, 408.56535183261735, 682.5435747776646, 402.64053701913866]"
C000726,"[924.3022901191691, 400.1965500045237, 1300.42465968592, 458.7337203616931, 1269.5949572624158, 566.565349967005, 1113.9049600237197, 532.675409233907, 834.8961530910067, 451.0314611041708]"
C000727,"[924.3022901191691, 400.1965500045237, 1300.42465968592, 458.7337203616931, 1269.5949572624158, 566.565349967005, 1113.9049600237197, 532.675409233907, 834.8961530910067, 451.0314611041708]"
C000728,"[924.3022901191691, 400.1965500045237, 1300.42465968592, 458.7337203616931, 1269.5949572624158, 566.565349967005, 1113.9049600237197, 532.675409233907, 834.8961530910067, 451.0314611041708]"
C000730,"[1243.389710202437, 654.8845816181173, 1174.0228797495529, 836.6579000956433, 276.878539225581, 429.9786112984666, 434.11002158545233, 377.603248347315]"
C000731,"[1154.335648170346, 328.36840713881253, 1236.7871779076247, 358.8191995522727, 1421.4069075367486, 343.7729256538571, 1343.5743776338788, 321.24523972076634]"
C000738,"[1099.5703906620076, 723.38518257715, 945.961511661907, 829.5749068159582, 1177.533112647408, 911.8321797682542, 1384.216177078392, 975.689799560168, 1461.0460073118995, 794.9402655728863, 1277.0872588654734, 753.8116290967381]"
C000743,"[1180.9465042171078, 563.2471799720945, 1272.0342613774612, 548.7762686397799, 1401.4255882155014, 528.7037142110855, 1430.3868238254597, 525.9028926628955, 1375.7341695292478, 503.4963202773761, 1329.4896158939916, 488.09180176233156, 1266.428860936824, 495.5606592241714, 1201.4996391661105, 500.6954987291863, 1131.4321336581465, 506.29714182556614, 1090.7929804635273, 512.8323921046759]"
C000748,"[1033.7331151879612, 388.11374940617617, 1146.0413168735838, 412.32084992981765, 1247.8894409512316, 432.1266594491606, 1182.376323301285, 467.8871488590855, 1111.3579016471415, 505.84828377115963, 1070.0681216156627, 527.3045774171146, 936.2892343136712, 483.2916673741301, 830.5873974330854, 448.0813393397425, 925.2786263052768, 421.12343193841457]"
C000750,"[1014.5643024721638, 397.9359029069614, 1151.0833234762254, 365.03297803671325, 1256.3509116078887, 345.291298423347, 1465.2414935691168, 427.54853999698355, 1378.0667015600968, 460.45146486723166, 1230.0340145749728, 509.8058286386092, 1123.1214556746183, 455.515962594909]"
C000752,"[1012.5272265423704, 397.7035167475179, 1120.5980037239713, 452.16938457210574, 1228.7407974861562, 509.5889670146837, 1311.6081165652474, 480.29937490392615, 1472.8972521856756, 426.1706036610587, 1349.1399282112525, 381.8444087425544, 1250.618922640489, 347.0168016650623, 1149.4170733807255, 367.109651902077]"
C000753,"[1248.2860967359761, 348.04193577041445, 1191.0309350923255, 358.49500190562327, 1093.5870542180355, 379.4011341760409, 1012.6590853563371, 395.9059754421601, 1112.8556182327256, 446.52082199159224, 1232.3207151238043, 510.33954155391984, 1352.3363424153029, 467.97711563754723, 1465.195074501345, 428.9156579743984]"
C000755,"[1287.2344057511434, 310.17732570501227, 1212.8409417173789, 322.23297681366677, 1139.1176890713057, 336.9676615020223, 1076.117818628298, 348.3535542157515, 1189.3835431481737, 397.24591704529485, 1338.8406826033947, 464.2217565378197, 1434.6809110432896, 417.33866889305233, 1497.0105700986057, 387.199541121416, 1387.7661139048796, 345.6745206360505]"
C000756,"[1099.4561199296209, 362.0057264699588, 1193.8396273477929, 404.08012531897606, 1305.6711743692651, 451.9354079477651, 1358.7046915134686, 476.1513340972728, 1433.6433570433207, 440.98058421346394, 1524.1462069524505, 396.58471960603316, 1460.7365668887292, 371.7922237862991, 1378.8804860791977, 344.1168796154332, 1304.518271822652, 321.6306624766046, 1215.1683244601356, 340.0808919238485]"
C000759,"[772.0058262289936, 468.6608040165752, 930.8325633067825, 437.81432665946426, 1054.1931357943856, 494.8803097701192, 1290.1202306769271, 607.4699521235742, 1535.2993684960384, 733.9405092877294, 1399.602738759675, 865.0380380554511, 1200.6838156234146, 1057.8285215373946, 930.8325633067825, 820.3106458876401, 731.9136401705224, 636.7741056128297, 594.6750032780637, 508.7612245808195]"
C000760,"[1317.380996018847, 296.98627595372506, 1248.014165565963, 310.85034261726526, 1181.7303053554288, 323.17395742930086, 1116.9879302660702, 340.1189277958499, 1189.0409908990234, 371.91404215388843, 1379.1636531334623, 457.7663558641379, 1458.9187528812226, 416.9108937155414, 1536.6632198622335, 380.074001614348, 1387.4235616557291, 320.3426457446441]"
C000761,"[1264.9705018988898, 289.28401669620274, 1195.6036714460056, 303.14808335974294, 1129.3198112354717, 315.47169817177854, 1064.5774361461129, 332.4166685383276, 1136.630496779066, 364.2117828963661, 1326.753159013505, 450.0640966066157, 1406.5082587612656, 409.2086344580192, 1484.2527257422762, 372.3717423568257, 1335.013067535772, 312.64038648712176]"
C000843,"[999.5713043934732, 441.56833421730556, 888.848132332139, 498.7854685008089, 730.0751648510924, 575.8080610760317, 899.1349848884562, 669.1553762416839, 1094.3897669039827, 779.0409416490018, 1248.5382790215035, 863.2523095312456, 1306.3010379878465, 767.9178640588324, 1391.3722818352571, 615.8598092151476, 1406.7871330470093, 586.591224036563, 1101.5730790543178, 474.13823887673766]"
C000844,"[1050.704070055536, 488.0023055402777, 1318.9224811400225, 655.9115573542634, 1510.0666361657486, 563.4844462639961, 1294.2587192012193, 469.5168833222242]"
C000845,"[987.5186814446627, 481.78320378110817, 1205.6981139802306, 440.3095000867574, 1436.9208821565123, 539.8463889531993, 1251.942667615487, 635.8283889315538]"
C000846,"[529.0040684316848, 619.361094251973, 819.8309279600743, 452.99229428949167, 1230.89362694013, 557.7430201917947, 1045.915412399105, 883.2918448097365, 762.2821501028664, 740.5433065703236]"
C000848,"[435.6589689554655, 499.9154755940788, 522.3675070215711, 465.576236404292, 663.6703097959652, 463.00881665178457, 894.0446351367561, 455.83098584982156, 1243.9794104748655, 456.132187746122, 1224.508019470547, 505.1834177545534, 928.7981953522251, 501.98892886771114, 628.1608917657853, 500.99765583518706]"
C000849,"[518.6455482152587, 466.9852207771266, 806.9435020383302, 453.1189846039746, 1082.1370034148983, 452.3486381499105, 1251.7632944405484, 451.29728072585107, 1226.3252396914538, 498.2884144237551, 1228.6377901231897, 505.22153251033103, 1034.3835538573767, 502.91049314813915, 699.3180399391164, 500.59872043476986, 429.5204895699319, 499.74277993025424]"
C000851,"[707.1361241129523, 419.4671101164752, 815.8964632180922, 351.00258338294367, 1184.1401310543922, 422.8903364531517, 1140.4647192877612, 523.0197068009414, 908.3855704886046, 460.54582615659393]"
C000853,"[1337.6968041997748, 668.8638553244767, 1413.2561514195893, 462.48203107238226, 848.8740885124031, 354.67063034367624, 657.6626792214439, 445.5402395292998]"
C000854,"[655.2711457107184, 440.52089993602436, 841.435118037263, 356.3885295846272, 1359.6112703092372, 450.0006036375903, 1264.750647467686, 645.5194924823868]"
C000855,"[1264.1380141689338, 640.6014559620763, 1364.3345470453223, 448.04497452401915, 830.5953238384064, 357.5434282481323, 661.0319605091333, 444.193844895258]"
C000857,"[1231.3814553439606, 969.8730392211538, 1394.7033521384117, 727.6842209846513, 1119.8754837474714, 624.0132891566269, 895.2590803762267, 549.7415034590905, 864.9799083531423, 539.2884373238817, 678.1159320081821, 583.1460655409087, 571.4289354636874, 609.0905177767733, 723.9548316641817, 696.6530440728161, 996.7419507348418, 849.0229111956542]"
C000858,"[576.2283184514243, 608.0573452661957, 862.2137218427599, 534.1040856760517, 1291.867262133339, 682.8525528938495, 1406.2217927463773, 727.3567205780732, 1254.4236105606385, 975.0527342694209, 1033.8418770719866, 862.4636371369902, 804.958680495052, 741.5785012684855]"
C000859,"[565.1362568853448, 609.6980018091297, 842.6035786968828, 549.620379600456, 1442.241290834039, 746.7982165930265, 1291.1757489588688, 996.3514165367484, 1244.9311953236124, 979.4064461701996]"
C000861,"[572.8511670359378, 602.6368520197001, 1317.65044677411, 999.9988718483596, 1461.0590037423292, 747.4121615696768, 887.4247758694514, 536.4098487149236, 565.1410295645281, 602.6368520197001]"
C000862,"[947.4696717535685, 511.01396327548895, 1075.4822514579807, 529.493599132453, 1238.9681966226517, 557.2130529178991, 1223.5449942486262, 608.8020363519237, 1051.576287778241, 578.0026432569836, 878.0652610704533, 550.2831894715376]"
C000863,"[873.9609408274814, 548.5010406415488, 947.3356325954214, 510.91401546484013, 1092.851828034361, 532.4803413859025, 1239.601211570241, 555.8952095287702, 1224.802954406959, 603.3411265551075, 1045.9906803506349, 573.7644510062219]"
C000864,"[694.3581874471108, 367.47130184758794, 789.1874467345158, 340.0476567729499, 950.4818691192993, 376.95100554915376, 1095.1443189526651, 414.86982035541735, 1352.4537584103732, 499.0021907068146, 1308.5807203461559, 577.2097462447332, 1079.7294677409132, 494.26233885603165, 878.9957103160278, 422.42834274470994]"
C000865,"[1322.4775261221841, 573.3225989923143, 1369.389766676512, 497.60742430058656, 1253.71574887132, 459.4290099433171, 1132.7015501146418, 422.11824566979413, 990.153770597133, 381.51904568100946, 885.9303121302328, 357.2528571819658, 799.9342746508174, 339.51987327881847, 704.123472024295, 365.652691662404, 812.085888642474, 395.9854272862086, 956.5031472356225, 443.11783187088963, 1100.4530360598612, 493.5168387535188, 1223.818652101152, 536.1683565657243]"
C000866,"[710.9587964443821, 365.10137592219644, 805.7880557317869, 337.6777308475584, 967.0824781165705, 374.58107962376226, 1111.7449279499365, 412.49989443002585, 1369.0543674076446, 496.63226478142315, 1325.181329343427, 574.8398203193417, 1096.3300767381843, 491.89241293064015, 895.5963193132992, 420.0584168193185]"
C000867,"[702.3284326699387, 364.76615741992117, 942.8001115732715, 438.7078462921351, 1328.1713918670737, 577.3485129275363, 1375.9574306235052, 495.7045647978001, 989.0446652085278, 380.17067593496574, 796.3590250616264, 341.65937964735434]"
C000868,"[686.4707111749049, 415.97424385845574, 906.419952237783, 443.70671620475974, 1164.3978004003172, 478.6290887889944, 1139.7305957951348, 554.6366055899758, 857.0855430274177, 509.44294695155446, 593.9686939054702, 460.1407738914585]"
C000869,"[1149.2291433250073, 553.530050739274, 1175.412719448353, 478.32223039116445, 1062.377725770666, 460.78920098077555, 931.4598451539375, 443.24070956621676, 806.1705837857183, 427.0243227447958, 694.2626967927887, 412.3408911530221, 641.1781862961425, 433.8288398239106, 589.5283922994057, 458.1818483175841, 697.849488042562, 476.0884722099911, 883.2865956558462, 506.88786530493115, 1027.5920233466013, 531.3219405639884]"
C000870,"[1149.5448734209908, 553.1424118472224, 1178.6618145987447, 480.3988521928454, 685.3865758226777, 413.6459386276522, 603.1740360266665, 456.4362678361093, 801.8543405336935, 491.52433778704426]"
C000874,"[1109.280504660194, 340.11892779584986, 1360.5425794117532, 289.2840166962028, 1466.9050527728425, 335.49757224133657, 1217.1844631424585, 400.1965500045237]"
C000876,"[1132.5232027805716, 436.45664168108584, 1244.3201961160116, 498.0631563832036, 1491.0445952011203, 446.3576886867833, 1374.841809024875, 402.903093495111]"
C000877,"[1123.5944356320072, 432.08140160103835, 1243.7633903390058, 497.3263893783457, 1500.6775772015408, 445.4645103776957, 1364.87036764204, 400.60260289638205]"
C000878,"[1370.1067393045098, 401.2630196157756, 1485.0174483375708, 442.8085392472594, 1241.6496458732424, 495.090541480138, 1136.5483876112962, 428.33762791494485]"
